MC_name,Bin_code,MC_low,MC_high,Bin_low,Bin_high
Sberbank of Russia,sber,5469720000000000000,5469729999999999999,5469720000000000000,5469729999999999999
Sberbank of Russia,sber,5469740000000000000,5469749999999999999,5469740000000000000,5469749999999999999
Sberbank of Russia,sber,5469750000000000000,5469759999999999999,5469750000000000000,5469759999999999999
Sberbank of Russia,sber,5469760000000000000,5469769999999999999,5469760000000000000,5469769999999999999
Sberbank of Russia,sber,5469770000000000000,5469779999999999999,5469770000000000000,5469779999999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5469960000000000000,5469960996999999999,5469960000000000000,5469960996999999999
Credit Union Payment Center (Limited Liability Company),credit_union_payment_center,5469960997000000000,5469969999999999999,5469960997000000000,5469969999999999999
Sberbank of Russia,sber,5469980000000000000,5469980098999999999,5469980000000000000,5469980098999999999
Sberbank of Russia,sber,5469980099000000000,5469989999999999999,5469980099000000000,5469989999999999999
Sberbank of Russia,sber,5469990000000000000,5469999999999999999,5469990000000000000,5469999999999999999
SBERBANK OF RUSSIA,sber,5470363400000000000,5470363499999999999,5470363400000000000,5470363499999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5470369600000000000,5470369699999999999,5470369600000000000,5470369699999999999
JSC EURASIAN BANK,jsc_eurasian_bank,5470372500000000000,5470372599999999999,5470372500000000000,5470372599999999999
BNP PARIBAS PERSONAL FINANCE,rosbank,5470372600000000000,5470372699999999999,5470372600000000000,5470372699999999999
"JOINT STOCK COMPANY ""BANK DOM.RF""",bank_dom_rf,5470378300000000000,5470378399999999999,5470378300000000000,5470378399999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",binbank,5470379900000000000,5470379999999999999,5470379900000000000,5470379999999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5470431900000000000,5470431999999999999,5470431900000000000,5470431999999999999
"""BANK ""SAINT PETERSBURG"" PUBLIC JOINT-STOCK COMPANY",sankt_peterburg,5470437900000000000,5470437999999999999,5470437900000000000,5470437999999999999
VTB Bank (Armenia),vtb_arm,5470600000000000000,5470609999999999999,5470600000000000000,5470609999999999999
Joint Stock Savings Bank Belarusbank,belarusbank,5470870000000000000,5470879999999999999,5470870000000000000,5470879999999999999
Joint-Stock Halyk Savings Bank of Kazakhstan,joint_stock_bank_kazkommertsbank,5470890000000000000,5470899999999999999,5470890000000000000,5470899999999999999
Joint Stock Savings Bank Belarusbank,belarusbank,5470910000000000000,5470919999999999999,5470910000000000000,5470919999999999999
JOINT-STOCK COMPANY SEVERGAZBANK,severgazbank,5471140000000000000,5471141999999999999,5471140000000000000,5471141999999999999
JOINT-STOCK COMPANY SEVERGAZBANK,severgazbank,5471142000000000000,5471149999999999999,5471142000000000000,5471149999999999999
CJSC KYRGYZ INVESTMENT AND CREDIT BANK,vozrozhdenie,5471270100000000000,5471270199999999999,5471270100000000000,5471270199999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5471270600000000000,5471270699999999999,5471270600000000000,5471270699999999999
"JOINT STOCK COMPANY ""ALFA-BANK""",alfa,5471270900000000000,5471270999999999999,5471270900000000000,5471270999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5471271100000000000,5471271199999999999,5471271100000000000,5471271199999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5471271200000000000,5471271299999999999,5471271200000000000,5471271299999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5471271300000000000,5471271399999999999,5471271300000000000,5471271399999999999
"JOINT-STOCK COMPANY ""SEVERGAZBANK""",severgazbank,5471271900000000000,5471271999999999999,5471271900000000000,5471271999999999999
AO RAIFFEISENBANK,raiffeisen,5471272300000000000,5471272399999999999,5471272300000000000,5471272399999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",binbank,5471272400000000000,5471272499999999999,5471272400000000000,5471272499999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5471272600000000000,5471272699999999999,5471272600000000000,5471272699999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5471274700000000000,5471274799999999999,5471274700000000000,5471274799999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5471274800000000000,5471274899999999999,5471274800000000000,5471274899999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5471275300000000000,5471275399999999999,5471275300000000000,5471275399999999999
PJSC ROSBANK,rosbank,5471275500000000000,5471275599999999999,5471275500000000000,5471275599999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5471276000000000000,5471276099999999999,5471276000000000000,5471276099999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",llc_bank_freedom_finance,5471277400000000000,5471277499999999999,5471277400000000000,5471277499999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5471277600000000000,5471277699999999999,5471277600000000000,5471277699999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5471278100000000000,5471278199999999999,5471278100000000000,5471278199999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5471278500000000000,5471278599999999999,5471278500000000000,5471278599999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5471278600000000000,5471278699999999999,5471278600000000000,5471278699999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5471278700000000000,5471278799999999999,5471278700000000000,5471278799999999999
TINKOFF BANK,tinkoff,5471279100000000000,5471279199999999999,5471279100000000000,5471279199999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",otkritie,5471279200000000000,5471279299999999999,5471279200000000000,5471279299999999999
PJSC ROSBANK,rosbank,5471279300000000000,5471279399999999999,5471279300000000000,5471279399999999999
AO RAIFFEISENBANK,raiffeisen,5471279500000000000,5471279599999999999,5471279500000000000,5471279599999999999
JS CB OF SUPPORT TO COMMERCE AND BUSINESS SKB-BANK,skb,5471279800000000000,5471279899999999999,5471279800000000000,5471279899999999999
TINKOFF BANK,tinkoff,5471279900000000000,5471279999999999999,5471279900000000000,5471279999999999999
Industrial Construction Bank Closed Joint-Stock Company (Ardshinbank,industrial_construction_bank_closed_joint_stock_compa,5471280000000000000,5471281999999999999,5471280000000000000,5471281999999999999
Industrial Construction Bank Closed Joint-Stock Company (Ardshinbank,industrial_construction_bank_closed_joint_stock_compa,5471282000000000000,5471282999999999999,5471282000000000000,5471282999999999999
Industrial Construction Bank Closed Joint-Stock Company (Ardshinbank,industrial_construction_bank_closed_joint_stock_compa,5471283000000000000,5471289999999999999,5471283000000000000,5471289999999999999
CREDIMAX BSC (CLOSED),tinkoff,5471830000000000000,5471830099999999999,5471830000000000000,5471839999999999999
VTB BANK (PUBLIC JOINT-STOCK COMPANY),vtb,5471831000000000000,5471831099999999999,5471831000000000000,5471831099999999999
GAZPROMBANK (JOINT STOCK COMPANY),gazprom,5471832800000000000,5471832899999999999,5471832800000000000,5471832899999999999
"""BANK ""SAINT PETERSBURG"" PUBLIC JOINT-STOCK COMPANY",sankt_peterburg,5471833600000000000,5471833699999999999,5471833600000000000,5471833699999999999
TINKOFF BANK,tinkoff,5471836300000000000,5471836399999999999,5471836300000000000,5471836399999999999
JOINT STOCK COMPANY COMMERCIAL BANK CITIBANK,citibank,5471838800000000000,5471838899999999999,5471838800000000000,5471838899999999999
"PUBLIC JOINT-STOCK COMPANY ""BANK OTKRITIE FINANCIAL CORPORATION""",binbank,5471839800000000000,5471839899999999999,5471839800000000000,5471839899999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5471841700000000000,5471841799999999999,5471841700000000000,5471841799999999999
"JOINT-STOCK COMPANY ""MTBANK""",minsk_transit,5471846400000000000,5471846499999999999,5471846400000000000,5471846499999999999
"CLOSED JOINT STOCK COMPANY ""ALFA-BANK""",alfa_by,5471846900000000000,5471846999999999999,5471846900000000000,5471846999999999999
"JOINT STOCK COMPANY ""BANK CENTERCREDIT""",bank_center_credit,5471857200000000000,5471857299999999999,5471857200000000000,5471857299999999999
"CREDIT UNION ""PAYMENT CENTER"" (LIMITED LIABILITY COMPANY)",credit_union_payment_center,5471862900000000000,5471862999999999999,5471862900000000000,5471862999999999999
PUBLIC JOINT STOCK COMPANY PROMSVYAZBANK,promsvyazbank,5471863200000000000,5471863299999999999,5471863200000000000,5471863299999999999
"PUBLIC JOINT-STOCK COMPANY ""ROSGOSSTRAKH BANK""",rgs_bank,5471864100000000000,5471864199999999999,5471864100000000000,5471864199999999999
PRIORBANK JOINT-STOCK COMPANY,priorbank_jscb,5471865900000000000,5471865999999999999,5471865900000000000,5471865999999999999
JSC ALTYN BANK,altyn_bank,5471868900000000000,5471868999999999999,5471868900000000000,5471868999999999999
"PUBLIC JOINT STOCK COMPANY ""BANK URALSIB""",uralsib,5471871700000000000,5471871799999999999,5471871700000000000,5471871799999999999
JSC EURASIAN BANK,jsc_eurasian_bank,5471874600000000000,5471874699999999999,5471874600000000000,5471874699999999999
BELGAZPROMBANK,belgazprombank,5471885800000000000,5471885899999999999,5471885800000000000,5471885899999999999
JSC EURASIAN BANK,jsc_eurasian_bank,5471887000000000000,5471887099999999999,5471887000000000000,5471887099999999999
LLC BANK ROUND,llc_bank_round,5471960800000000000,5471960899999999999,5471960800000000000,5471960899999999999
"JOINT STOCK COMMERCIAL BANK ""AVANGARD""",avangard,5471961100000000000,5471961199999999999,5471961100000000000,5471961199999999999
"PUBLIC JOINT-STOCK COMPANY ""NORVIK BANK""",norvik_bank,5471990200000000000,5471990299999999999,5471990200000000000,5471990299999999999
VTB Bank (Public Joint-Stock Company),,5472090000000000000,5472099999999999999,5472090000000000000,5472099999999999999
Joint Stock Company Belagroprombank,belagroprom,5472320000000000000,5472329999999999999,5472320000000000000,5472329999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5472370000000000000,5472371999999999999,5472370000000000000,5472371999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5472372000000000000,5472375999999999999,5472372000000000000,5472375999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5472376000000000000,5472379999999999999,5472376000000000000,5472379999999999999
Joint Stock Company Russian Standard Bank,rsb,5472620000000000000,5472622999999999999,5472620000000000000,5472629999999999999
Joint Stock Company Russian Standard Bank,rsb,5472620000000000000,5472622999999999999,5472620000000000000,5472622999999999999
Joint Stock Company Russian Standard Bank,rsb,5472623000000000000,5472629999999999999,5472623000000000000,5472629999999999999
PJSC ROSBANK,rosbank,5472930000000000000,5472939999999999999,5472930000000000000,5472939999999999999
Armenian Card CJSC,araratbank_ojsc,5473390000000000000,5473399999999999999,5473390000000000000,5473399999999999999
Credit Union Payment Center (Limited Liability Company),kubankredit,5473770000000000000,5473779999999999999,5473770000000000000,5473779999999999999
JSC Altyn Bank,altyn_bank,5474140000000000000,5474149999999999999,5474140000000000000,5474149999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5474470000000000000,5474479999999999999,5474470000000000000,5474479999999999999
Limited liability company Bank Avers,bank_avers,5474480000000000000,5474489999999999999,5474480000000000000,5474489999999999999
Public Joint-Stock Company Bank Otkritie Financial Corporation,otkritie,5474490000000000000,5474499999999999999,5474490000000000000,5474499999999999999
Joint-Stock Company Bank SOYUZ,soyuz,5474730000000000000,5474739999999999999,5474730000000000000,5474739999999999999
Joint Stock Savings Bank Belarusbank,belarusbank,5475040000000000000,5475049999999999999,5475040000000000000,5475049999999999999
Credit Union Payment Center (Limited Liability Company),llc_bank_freedom_finance,5475180000000000000,5475189999999999999,5475180000000000000,5475189999999999999
Closed Joint Stock Company Alfa-Bank,alfa_by,5475320000000000000,5475329999999999999,5475320000000000000,5475329999999999999
Credit Union Payment Center (Limited Liability Company),expobank,5475450000000000000,5475459999999999999,5475450000000000000,5475459999999999999
PJSC ROSBANK,rosbank,5475470000000000000,5475479999999999999,5475470000000000000,5475479999999999999
Credit Europe Bank Ltd,credit_europe_bank_ltd,5475500000000000000,5475509999999999999,5475500000000000000,5475509999999999999
Joint stock company Russian Agricultural Bank,rosselkhozbank,5476010000000000000,5476010009999999999,5476010000000000000,5476010009999999999
Joint stock company Russian Agricultural Bank,rosselkhozbank,5476010010000000000,5476019999999999999,5476010010000000000,5476019999999999999
Joint Stock Innovation Commercial Bank Ipak Yuli,IpakYoli,5476380000000000000,5476380099999999999,5476380000000000000,5476380099999999999
Joint Stock Company Asakabank,Asaka,5476870000000000000,5476879999999999999,5476870000000000000,5476879999999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5476910000000000000,5476913399999999999,5476910000000000000,5476913399999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5476913400000000000,5476913959999999999,5476913400000000000,5476913959999999999
Belarussian Bank of Development and Reconstruction Belinvestbank JSC,belinvest,5476913960000000000,5476919999999999999,5476913960000000000,5476919999999999999
Israel Credit Cards Ltd.,israel_credit_cards_limited,5477070000000000000,5477079999999999999,5477070000000000000,5477079999999999999
Israel Credit Cards Ltd.,israel_discount_bank_ltd,5477140000000000000,5477149999999999999,5477140000000000000,5477149999999999999
Bank Leumi Le-Israel BM,bank_leumi_le_israel_bm,5477180000000000000,5477189999999999999,5477180000000000000,5477189999999999999
Unicredit Bank,unicredit,5477280000000000000,5477280034999999999,5477280034100000000,5477280034199999999
Unicredit Bank,unicredit,5477280000000000000,5477280034999999999,5477280034200000000,5477289999999999999
Belvnesheconombank,belvnesheconom,5477470000000000000,5477479999999999999,5477470000000000000,5477479999999999999
JSC ForteBank,jsc_fortebank,5477520000000000000,5477520009999999999,5477520000000000000,5477529999999999999
Public Joint Stock Company Bank Uralsib,uralsib,5477610000000000000,5477619999999999999,5477610000000000000,5477619999999999999
Credit Union Payment Center (Limited Liability Company),transkapital,5477960000000000000,5477969999999999999,5477960000000000000,5477969999999999999
Armenian Card CJSC,byblos_bank_armenia_cjsc,5478040000000000000,5478049999999999999,5478040000000000000,5478049999999999999
Sberbank of Russia,sber,5479020000000000000,5479029999999999999,5479020000000000000,5479029999999999999
Sberbank of Russia,sber,5479050000000000000,5479059999999999999,5479050000000000000,5479059999999999999
Sberbank of Russia,sber,5479060000000000000,5479069999999999999,5479060000000000000,5479069999999999999
Sberbank of Russia,sber,5479070000000000000,5479079999999999999,5479070000000000000,5479079999999999999
Sberbank of Russia,sber,5479100000000000000,5479109999999999999,5479100000000000000,5479109999999999999
Sberbank of Russia,sber,5479110000000000000,5479119999999999999,5479110000000000000,5479119999999999999
Sberbank of Russia,sber,5479120000000000000,5479129999999999999,5479120000000000000,5479129999999999999
Sberbank of Russia,sber,5479130000000000000,5479139999999999999,5479130000000000000,5479139999999999999
Sberbank of Russia,sber,5479200000000000000,5479209999999999999,5479200000000000000,5479209999999999999
Sberbank of Russia,sber,5479220000000000000,5479229999999999999,5479220000000000000,5479229999999999999
